imo,name_of_ship_ref,ship_type_ref,ship_type_group,dwt,tpc
9498602,GREEN DELTA,Vehicles Carrier,"PCC/PCTC => 4,000 cars",18056,57.9
9498626,REK ELITE,Bulk Carrier,Bulk Carrier-Large Handy,34707,48.9
9498676,SEACOR CABRAL,Platform Supply Ship,Platform Supply Ship,1674,0
9498705,GREY WHALE,Bulk Carrier,Bulk Carrier-Post Panamax,93143,80.9
9498717,XIN E,Bulk Carrier,Bulk Carrier-Post Panamax,92974,80.9
9498729,XIE HAI LAN SHENG,Bulk Carrier,Bulk Carrier-Post Panamax,93076,80.9
9498731,XIANG MING YANG,Bulk Carrier,Bulk Carrier-Post Panamax,92859,80.9
9498781,NAVIOS STELLAR,Bulk Carrier,Bulk Carrier-Capesize,169001,117.4
9498810,THASSOS WARRIOR,Bulk Carrier,Bulk Carrier-Post Panamax,93243,80.8
9498822,MASTRO MICHAEL,Bulk Carrier,Bulk Carrier-Post Panamax,93312,80.8
9498834,TRAMONTANA,Bulk Carrier,Bulk Carrier-Post Panamax,93246,80.8
9498846,CORNELIE OLDENDORFF,Bulk Carrier,Bulk Carrier-Post Panamax,93246,80.8
9498858,SEA DRAGON,Platform Supply Ship,Platform Supply Ship,458,0
9498860,SHUN CHANG,Bulk Carrier,Bulk Carrier-Post Panamax,93322,80.9
9498872,TAI CHANG,Bulk Carrier,Bulk Carrier-Post Panamax,93296,80.9
9498884,ULUSOY 9,Bulk Carrier,Bulk Carrier-Small Handy,11853,24.4
9498896,ALBERT OLDENDORFF,Bulk Carrier,Bulk Carrier-Post Panamax,93272,80.9
9498901,THALIA,Bulk Carrier,Bulk Carrier-Post Panamax,93282,80.9
9498925,SEAGLASS II,Bulk Carrier,Bulk Carrier-Large Handy,29124,40.7
9498937,ARGENMAR MISTRAL,Bulk Carrier,Bulk Carrier-Large Handy,29130,40.7
9498949,METIS,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",8839,16.7
9498951,ATHEN,Products Tanker,"Tanker-7,500-9,999dwt",8828,17.6
9498963,MONJASA SUPPLIER,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",8839,17.6
9498975,MONJASA STRIKER,Products Tanker,"Tanker-7,500-9,999dwt",8839,17.6
9499010,MSC ALBA F,Container Ship (Fully Cellular),Containership-Regional Feeder,13676,28
9499022,MCC ANDALAS,Container Ship (Fully Cellular),Containership-Regional Feeder,13950,28
9499072,HAI XIN YOU 611,Chemical/Products Tanker,Tanker-Handy,11167,22.1
9499084,GLORIOSA LILY,Bulk Carrier,Bulk Carrier-Mini Capesize,119488,95.7
9499096,HAI XIN YOU 612,Chemical/Products Tanker,Tanker-Handy,11167,22.1
9499175,KUZEY STAR II,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6107,15.2
9499280,NORD FRANCEVILLE,Anchor Handling Tug Supply,Anchor Handling Tug Supply,500,0
9499307,ERTUGRUL BEY,Platform Supply Ship,Platform Supply Ship,3134,0
9499319,PRINCE JOSEPH 1,Platform Supply Ship,Platform Supply Ship,3240,0
9499321,SEA NICE,Anchor Handling Tug Supply,Anchor Handling Tug Supply,750,0
9499371,FIYUH,Chemical/Products Tanker,Tanker-Handy,26215,36.5
9499424,LADY MARGARET,Bulk Carrier,Bulk Carrier-Large Handy,31864,45.1
9499436,ORCUN C,Bulk Carrier,Bulk Carrier-Large Handy,33358,45.1
9499448,OBE HEART,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",32964,46.7
9499450,ERACLE,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58018,59.2
9499462,ENDLESS HORIZON,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58018,59.2
9499486,PCT ARTEMIS,Chemical/Products Tanker,Tanker-Handy,19992,30.1
9499539,LIDER PERIHAN,Container Ship (Fully Cellular),Containership-Small Feeder,10264,0
9499541,IPEK S,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6267,16.4
9499553,T. LEYLA,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",6271,16.4
9499618,MBS BULELENG,Bulk Carrier,Bulk Carrier-Supra/Ultramax,57005,58.8
9499668,MUROVDAG,Platform Supply Ship,Platform Supply Ship,3105,0
9499682,ATLANTICA DUKE,Platform Supply Ship,Platform Supply Ship,3121,0
9499694,SUGOVUSHAN,Platform Supply Ship,Platform Supply Ship,3161,0
9499723,NACC NEWYORKER,Cement Carrier,Cement Carrier,28300,0
9499735,HAVELLAND,General Cargo Ship,"General Cargo 5,000-9,999 dwt",6052,0
9499826,T. SEVGI,Chemical/Products Tanker,Tanker-Handy,10983,21.8
9499838,T. GONUL,Chemical/Products Tanker,Tanker-Handy,10873,21.8
9499917,NOBLE GERRY DE SOUZA,Drilling Ship,Drilling Ship,58830,0
9499929,IPANEMA,Crew/Supply Vessel,Crew/Supply Vessel,454,0
9499931,ROZ Y,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8810,0
9499943,ASIAN LILAC,Chemical/Products Tanker,Tanker-Handy,12601,21.5
9499955,KSL GOLDEN,General Cargo Ship,"General Cargo 10,000-14,999dwt",14384,22
9499967,SN LUMINA,General Cargo Ship,"General Cargo 10,000-14,999dwt",11878,20
9499979,JOPETWIL 70,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,1000,0
9499981,AMAN GLORIA,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,1000,0
9500027,ZHONG YOU HAI 282,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,1691,0
9500039,BULK ORIANNA,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56155,55.8
9500041,RB DYLAN,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56129,55.8
9500053,UML VICTORIA,General Cargo Ship,"General Cargo 10,000-14,999dwt",12342,26.8
9500065,BOCS PASSION,General Cargo Ship,"General Cargo 10,000-14,999dwt",12337,26.8
9500077,UML VALENTINA,General Cargo Ship,"General Cargo 10,000-14,999dwt",12349,26.8
9500089,UML VERONICA,General Cargo Ship,"General Cargo 10,000-14,999dwt",12325,26.8
9500091,CLIPPER BAROLO,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58444,59.1
9500106,CLIPPER BRUNELLO,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58433,59.1
9500132,ARIANA,Chemical/Products Tanker,Tanker-Handy,17475,28.4
9500144,XT PROGRESS,Chemical/Products Tanker,Tanker-Handy,17427,28.4
9500182,COLIBRI I,Crew/Supply Vessel,Crew/Supply Vessel,78,0
9500261,PRINCESS GRACE,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75700,68.6
9500273,KATERINA III,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75700,68.6
9500285,HC VICTORY,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75700,68.6
9500297,AGIA YPOMONI,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75700,68.6
9500302,VINCA,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75700,68.6
9500314,HC GLORY,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75700,68.2
9500352,PHILIPPA GLADYS,Chemical/Products Tanker,Tanker-Handy,12729,25.9
9500390,AL HURREYA 3,Ro-Ro Cargo Ship,"Ro-ro cargo 1,500-1,999 LM",11668,37.3
9500455,JEFFERSON,Chemical/Products Tanker,"Tanker-<=4,999dwt",3075,9.6
9500584,ANIMA,Bulk Carrier,Bulk Carrier-Supra/Ultramax,55733,55.8
9500613,HONG RUN,Refrigerated Cargo Ship,"Reefer-<=1,999dwt",98,0
9500625,WINNING PEACE,Bulk Carrier,Bulk Carrier-Capesize,180725,124
9500637,NAVIOS LUMEN,Bulk Carrier,Bulk Carrier-Capesize,180661,124
9500663,ST GEORGE,Bulk Carrier,Bulk Carrier-Supra/Ultramax,57959,57.4
9500675,BULK HONDURAS,Bulk Carrier,Bulk Carrier-Supra/Ultramax,57959,57.4
9500687,STELLA L,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58096,57.4
9500699,PROPEL FORTUNE,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58168,57.4
9500704,ASL CLASSIC 1,Bulk Carrier,Bulk Carrier-Capesize,180643,120
9500716,SEEB,Crude Oil Tanker,Tanker-VLCC,319439,178.7
9500728,AS SUWAYQ,Crude Oil Tanker,Tanker-VLCC,319439,178.7
9500730,HABRUT,Crude Oil Tanker,Tanker-VLCC,319439,178.8
9500742,PRINCESS PEARL,Bulk Carrier,Bulk Carrier-Capesize,180643,120
9500754,CAPE PEREGRINE,Bulk Carrier,Bulk Carrier-Capesize,180643,120
9500766,ASL OTSL 2,Bulk Carrier,Bulk Carrier-Capesize,180643,120
9500807,GRUAUD LAROSE,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56729,58.8
9500819,LASCOMBES,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56801,58.8
9500821,XIN HAI TONG 67,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56729,58.8
9500857,AZZAM MPS,Production Testing Vessel,Production Testing Vessel,517,0
9500883,HONG YUAN,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,76574,68.6
9500924,IZKI,Crude Oil Tanker,Tanker-VLCC,319439,178.7
9500936,BUKHA,Crude Oil Tanker,Tanker-VLCC,319439,178.7
9500948,YONG HAI 9,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75486,68.6
9500950,XIN HAI,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75380,68.6
9500986,NAVIOS FULVIA,Bulk Carrier,Bulk Carrier-Capesize,179263,122.6
9501071,PELOPIDAS,Bulk Carrier,Bulk Carrier-Capesize,176006,120.8
9501150,CARIBBEAN LOYALTY,Crude Oil Tanker,Tanker-VLCC,316373,178.1
9501162,DABA,Crude Oil Tanker,Tanker-VLCC,316373,178.1
9501174,TAQAH,Crude Oil Tanker,Tanker-VLCC,316373,178.1
9501186,ADAM LNG,LNG Tanker,LNG-New Panamax,90986,108.6
9501215,ELENA,Bulk Carrier,Bulk Carrier-Small Handy,24968,35
9501239,MAERSK EUREKA,Container Ship (Fully Cellular),Containership-New Panamax,147340,157.8
9501241,BBC MICHIGAN,General Cargo Ship,"General Cargo 10,000-14,999dwt",12768,25.5
9501253,SIVUMUT,General Cargo Ship,"General Cargo 10,000-14,999dwt",12747,25.6
9501265,BBC OREGON,General Cargo Ship,"General Cargo 10,000-14,999dwt",12660,25.5
9501277,BBC VIRGINIA,General Cargo Ship,"General Cargo 10,000-14,999dwt",12657,25.5
9501332,NEW YORK EXPRESS,Container Ship (Fully Cellular),Containership-New Panamax,142028,157.8
9501344,BASLE EXPRESS,Container Ship (Fully Cellular),Containership-New Panamax,142051,157.8
9501356,HONG KONG EXPRESS,Container Ship (Fully Cellular),Containership-New Panamax,142018,157.8
9501368,SHANGHAI EXPRESS,Container Ship (Fully Cellular),Containership-New Panamax,142023,157.8
9501370,ESSEN EXPRESS,Container Ship (Fully Cellular),Containership-New Panamax,142022,157.8
9501497,AIPOS,Bulk Carrier,Bulk Carrier-Capesize,180353,124.3
9501605,NAVIOS SYMPHONY,Bulk Carrier,Bulk Carrier-Capesize,178132,120.6
9501617,RIO DULCE,Bulk Carrier,Bulk Carrier-Capesize,178076,120.6
9501629,BLISS,Products Tanker,"Tanker-<=4,999dwt",4700,12.4
9501631,MA VERONICA,Products Tanker,"Tanker-<=4,999dwt",4711,12.4
9501643,AL SAFA,Chemical/Products Tanker,"Tanker-5,000-7,499dwt",7315,16.8
9501655,BBC BELEM,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8129,0
9501667,BBC BALBOA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8089,0
9501679,LONGDAWN,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8250,0
9501681,MILA,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8227,0
9501772,SONGA LEOPARD,Container Ship (Fully Cellular),Containership-Regional Feeder,25775,43.2
9501851,GIANT ACE,Bulk Carrier,Bulk Carrier-Capesize,179184,124.7
9501863,CAROLINE,General Cargo Ship,"General Cargo 10,000-14,999dwt",10124,26.4
9501875,HILKE,General Cargo Ship,"General Cargo 10,000-14,999dwt",10052,26.4
9501887,ANNA,General Cargo Ship,"General Cargo 10,000-14,999dwt",10041,26.4
9501899,IMKE,General Cargo Ship,"General Cargo 5,000-9,999 dwt",9962,26.4
9502154,AKALI AKBAL,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1397,0
9502283,HAI DUONG 38,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2867,0
9502295,HUA CHUAN 803,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1989,0
9502300,TC GALAXY,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2067,0
9502312,GREEN MOUNTAIN,General Cargo Ship,"General Cargo =>30,000dwt",37511,53.8
9502336,SAGA FREYA,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",55807,54
9502348,SAGA FLORA,General Cargo Ship (Open Hatch),"General Cargo =>30,000dwt",55807,54
9502362,LACTA,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58713,59.5
9502374,RHINE,Products Tanker,"Tanker-5,000-7,499dwt",7299,15.7
9502386,SWAN,Products Tanker,"Tanker-5,000-7,499dwt",7310,15.7
9502427,PATHFINDER,Vehicles Carrier,"PCC/PCTC => 4,000 cars",17143,51.2
9502439,SAN SAN H,Chemical/Products Tanker,Tanker-Handy,16880,28
9502441,FERNI H,Chemical/Products Tanker,Tanker-Handy,16871,28
9502453,MARIA CRISTINA,Chemical/Products Tanker,Tanker-Handy,16906,28
9502477,NORMAND AUSTRALIS,Offshore Tug/Supply Ship,Offshore Tug/Supply Ship,3227,0
9502506,LE BOREAL,Passenger/Cruise,"Cruise-10,000-49,999gt",1441,0
9502520,KEOYOUNG MASTER,Chemical/Products Tanker,"Tanker-<=4,999dwt",3918,10.9
9502568,YILDIZLAR 4,Wood Chips Carrier,Bulk Carrier-Handymax,49775,58.1
9502570,BRILLIANT EXPRESS,Wood Chips Carrier,Bulk Carrier-Handymax,49802,58.1
9502582,AQUA VENTURE,Bulk Carrier,Bulk Carrier-Capesize,180300,124.3
9502594,NEW EXCELLENCE,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,79449,71.9
9502609,SWIFT HANGZHOU,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,79343,71.9
9502611,SWIFT YANGZHOU,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,79489,71.9
9502623,GOOD WISH,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75019,68.3
9502635,HECTOR,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75200,68.3
9502647,GEORGIA S,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,75081,68.3
9502661,AVISOA,Products Tanker,"Tanker-5,000-7,499dwt",6913,16.9
9502673,SKALOTI,Chemical/Products Tanker,"Tanker-<=4,999dwt",3356,10.6
9502726,SF CHALISA,Bulk Carrier,Bulk Carrier-Large Handy,35283,46.5
9502738,SCIO SPIRIT,Bulk Carrier,Bulk Carrier-Large Handy,35253,46.5
9502740,BSL ADAM,Bulk Carrier,Bulk Carrier-Large Handy,35239,46.5
9502752,SF DARIKA,Bulk Carrier,Bulk Carrier-Large Handy,35256,46.5
9502764,AGIA DYNAMI,Bulk Carrier,Bulk Carrier-Large Handy,34292,46.5
9502776,AGIOS NIKOLAOS,Bulk Carrier,Bulk Carrier-Large Handy,35217,46.5
9502788,ARGOS M,Bulk Carrier,Bulk Carrier-Large Handy,35358,46.5
9502790,SEAMELODY,Bulk Carrier,Bulk Carrier-Large Handy,35284,46.5
9502817,MERAIO,Bulk Carrier,Bulk Carrier-Large Handy,35214,46.5
9502829,AMARELLA,Bulk Carrier,Bulk Carrier-Large Handy,35212,46.5
9502831,GULF DIAMOND,Bulk Carrier,Bulk Carrier-Large Handy,35248,46.5
9502843,SWEET JUDI,Bulk Carrier,Bulk Carrier-Large Handy,35238,46.5
9502855,KOUROS QUEEN,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56085,55.8
9502867,MAERSK EDIRNE,Container Ship (Fully Cellular),Containership-New Panamax,147340,157.8
9502908,MSC TOPAZ,Container Ship (Fully Cellular),Containership-New Panamax,155249,157.8
9502910,MAERSK EMERALD,Container Ship (Fully Cellular),Containership-New Panamax,147340,157.8
9502934,YOUNGHEUNG,Bulk Carrier,Bulk Carrier-Capesize,179221,124.7
9502946,MAERSK ENSHI,Container Ship (Fully Cellular),Containership-New Panamax,147340,157.8
9502958,MAERSK ENSENADA,Container Ship (Fully Cellular),Containership-New Panamax,147340,157.8
9502960,MSC RUBY,Container Ship (Fully Cellular),Containership-New Panamax,155249,157.8
9502972,MAERSK ESMERALDAS,Container Ship (Fully Cellular),Containership-New Panamax,140973,157.8
9503017,TSC SAAM,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1696,0
9503029,RAWABI 36,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1682,0
9503031,RAWABI 37,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2100,0
9503043,BRITOIL DEFENDER,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2048,0
9503055,VALLIANZ COMMANDER,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2004,0
9503067,VALLIANZ STEADFAST,Anchor Handling Tug Supply,Anchor Handling Tug Supply,2009,0
9503079,BRITOIL DIAMOND,Anchor Handling Tug Supply,Anchor Handling Tug Supply,3105,0
9503081,BRITOIL DRAGON,Anchor Handling Tug Supply,Anchor Handling Tug Supply,3083,0
9503093,BRITOIL DESTINY,Anchor Handling Tug Supply,Anchor Handling Tug Supply,3104,0
9503108,BRITOIL DOMINANCE,Anchor Handling Tug Supply,Anchor Handling Tug Supply,3124,0
9503110,BRITOIL DIGNITY,Anchor Handling Tug Supply,Anchor Handling Tug Supply,3107,0
9503184,GREAT ROYAL,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58723,59.5
9503201,OCEAN ROAD,Bulk Carrier,Bulk Carrier-Capesize,179181,124.7
9503225,CELEBES CLOVER,Bulk Carrier,Bulk Carrier-Newcastlemax,210036,138.5
9503237,SAMAIL,Crude Oil Tanker,Tanker-VLCC,302845,179.4
9503249,ORE NOUMEA,Ore Carrier,Bulk Carrier-VLOC,297379,163.6
9503275,XIN HAI TONG 58,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56897,58.8
9503287,KOTRAG,Bulk Carrier,Bulk Carrier-Supra/Ultramax,57000,58.8
9503304,GENERAL SKOBELEV,Products Tanker,Tanker-Handy,13030,25.3
9503354,PACIFIC PANDA,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1543,0
9503366,ADSUN GENESIS,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1545,0
9503378,MYLAYIM,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1544,0
9503380,PACIFIC PEACOCK,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1549,0
9503407,LORD GEE,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1546,0
9503419,PACIFIC PHOENIX,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1551,0
9503421,PACIFIC PORPOISE,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1529,0
9503433,PACIFIC PYTHON,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1541,0
9503445,GIBSON LAB,Platform Supply Ship,Platform Supply Ship,2706,0
9503469,GRAMPIAN CONFIDENCE,Standby Safety Vessel,Standby Safety Vessel,415,0
9503471,GRAMPIAN CORINTHIAN,Standby Safety Vessel,Standby Safety Vessel,415,0
9503483,GRAMPIAN CALGARY,Standby Safety Vessel,Standby Safety Vessel,450,0
9503495,GRAMPIAN CITADEL,Standby Safety Vessel,Standby Safety Vessel,415,0
9503548,MARIDIVE 519,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1360,0
9503550,AKSHIP 1,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1363,0
9503574,COLON,Crude Oil Tanker,Tanker-Aframax,113180,99.8
9503586,YORACO,Crude Oil Tanker,Tanker-Aframax,113000,98.8
9503598,IMICO BUSHEHR (85507) (NAME UNKNOWN),Crude Oil Tanker,Tanker-Aframax,113000,98.8
9503627,LISTA,Ro-Ro Cargo Ship,"Ro-ro cargo =>3,000 LM",11320,44.4
9503639,STENA SHIPPER,Ro-Ro Cargo Ship,"Ro-ro cargo =>3,000 LM",11320,44.4
9503689,PERL,Products Tanker,"Tanker-5,000-7,499dwt",7439,16.9
9503691,HAIAN MIND,Container Ship (Fully Cellular),Containership-Regional Feeder,25795,43.2
9503732,MSC PERLE,Container Ship (Fully Cellular),Containership-New Panamax,155249,157.8
9503744,BEHCET C,Bulk Carrier,Bulk Carrier-Small Handy,22359,33.1
9503756,KAPTAN-I DERYA-2,Ro-Ro Cargo Ship,Ro-ro cargo <=499 LM,1339,0
9503768,YAVUZ,Drilling Ship,Drilling Ship,34250,0
9503770,FATIH,Drilling Ship,Drilling Ship,34256,0
9503782,IOLCOS GENESIS,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,84062,72.8
9503809,HOANG ANH 03,Bulk Carrier,Bulk Carrier-Small Handy,13614,24.7
9503811,QI HONG,Bulk Carrier,Bulk Carrier-Supra/Ultramax,56132,55.8
9503859,WEILAN 1,General Cargo Ship,"General Cargo 5,000-9,999 dwt",9520,0
9503861,WEILAN 2,General Cargo Ship,"General Cargo 5,000-9,999 dwt",9520,0
9503926,SHANNON STAR,Chemical/Products Tanker,Tanker-Handy,13023,23.2
9503940,MAZU XIAO,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",7739,0
9503964,EQUINOX DREAM,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58680,59.5
9503976,EQUINOX STAR,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58680,59.5
9503988,EQUINOX AGNANDOUSSA,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58680,59.5
9503990,EQUINOX GALINI,Bulk Carrier,Bulk Carrier-Supra/Ultramax,58680,59.5
9504023,VALENTINE,Chemical/Products Tanker,Tanker-Handy,14214,23.4
9504035,ELBWAVE,Container Ship (Fully Cellular),Containership-Regional Feeder,13200,31.2
9504047,PHOENIX J,Container Ship (Fully Cellular),Containership-Regional Feeder,12892,31.2
9504059,SEABOARD BLUE,Container Ship (Fully Cellular),Containership-Regional Feeder,13200,31.2
9504061,WES GESA,Container Ship (Fully Cellular),Containership-Regional Feeder,13200,31.2
9504073,ELBWATER,Container Ship (Fully Cellular),Containership-Regional Feeder,13000,31.2
9504102,KAIE,General Cargo Ship,"General Cargo 10,000-14,999dwt",11048,18.8
9504114,LAUNKALNE,General Cargo Ship,"General Cargo 10,000-14,999dwt",11048,18.8
9504126,SEAWOLF,General Cargo Ship,"General Cargo 10,000-14,999dwt",11023,18.8
9504138,PINDO,General Cargo Ship,"General Cargo 10,000-14,999dwt",11023,18.8
9504140,HELME,General Cargo Ship,"General Cargo 10,000-14,999dwt",11023,18.8
9504164,XIN TAI PING,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7991,20
9504190,CUNO ESSBERGER,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",9156,19.3
9504205,CORAL ESSBERGER,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",9118,19.3
9504217,ROLAND ESSBERGER,Chemical/Products Tanker,"Tanker-7,500-9,999dwt",9124,19.1
9504267,OBIRIX,General Cargo Ship,"General Cargo 5,000-9,999 dwt",9696,0
9504279,MPP IKONS,General Cargo Ship,"General Cargo 5,000-9,999 dwt",9347,0
9504293,ALPHA SAMUDRA 1,Bulk Carrier,Bulk Carrier-Supra/Ultramax,57305,57.3
9504308,PVT TOPAZ,Bulk Carrier,Bulk Carrier-Supra/Ultramax,57318,57.3
9504396,KAMOJANG,Products Tanker,"Tanker-5,000-7,499dwt",6700,0
9504401,KAKAP,Products Tanker,"Tanker-5,000-7,499dwt",6523,0
9504592,GSL MAREN,Container Ship (Fully Cellular),Containership-Feedermax,34086,52.1
9504607,AL RAWDAH,Container Ship (Fully Cellular),Containership-Feedermax,34067,52.1
9504621,SDS GREEN,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8060,17.8
9504633,CDRY BLACK,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8047,17.8
9504645,MARMED,General Cargo Ship,"General Cargo 5,000-9,999 dwt",8064,17.8
9504671,JUZOR,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1381,0
9504683,AXELLE,Crew/Supply Vessel,Crew/Supply Vessel,365,0
9504724,BBC AMETHYST,General Cargo Ship,"General Cargo 10,000-14,999dwt",14452,29.5
9504736,BBC AQUAMARINE,General Cargo Ship,"General Cargo 10,000-14,999dwt",14465,29.5
9504748,BBC CITRINE,General Cargo Ship,"General Cargo 10,000-14,999dwt",14387,29.5
9504750,BBC EMERALD,General Cargo Ship,"General Cargo 10,000-14,999dwt",14371,29.5
9504762,EASTERN ENERGY,General Cargo Ship,"General Cargo 15,000-19,999dwt",15027,29.5
9504786,BBC PEARL,General Cargo Ship,"General Cargo 10,000-14,999dwt",14418,29.5
9504798,BBC SAPPHIRE,General Cargo Ship,"General Cargo 10,000-14,999dwt",14356,29.5
9504803,HISTORY EDUARD,General Cargo Ship,"General Cargo 10,000-14,999dwt",14857,29.5
9504827,TWO NADIM,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1795,0
9504839,ASL PELANGI,Anchor Handling Tug Supply,Anchor Handling Tug Supply,580,0
9504841,ASL PISCES,Anchor Handling Tug Supply,Anchor Handling Tug Supply,479,0
9504944,YAMAN,General Cargo Ship,"General Cargo 20,000-29,999dwt",23127,33.6
9505027,CARMEN,Vehicles Carrier,"PCC/PCTC => 4,000 cars",31143,66.2
9505039,ARC COMMITMENT,Vehicles Carrier,"PCC/PCTC => 4,000 cars",31143,66.2
9505041,ARC FREEDOM,Vehicles Carrier,"PCC/PCTC => 4,000 cars",31143,67.3
9505053,ARC UNITED,Vehicles Carrier,"PCC/PCTC => 4,000 cars",31143,66.2
9505065,ARC ENDEAVOR,Vehicles Carrier,"PCC/PCTC => 4,000 cars",28837,65.5
9505089,ARC HONOR,Vehicles Carrier,"PCC/PCTC => 4,000 cars",28818,65.5
9505106,FLOURISH,Products Tanker,"Tanker-7,500-9,999dwt",9027,17.4
9505132,LAPPLAND,General Cargo Ship,"General Cargo 5,000-9,999 dwt",6500,0
9505156,KC MERMAID,General Cargo Ship,"General Cargo 5,000-9,999 dwt",7184,0
9505223,ASTRO SIRIUS,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1069,0
9505235,LIMIN INFINITY,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1041,0
9505247,DORADO PLATINUM,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1578,0
9505259,ALLIANZ TITANIUM,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1546,0
9505261,KAIRI,Anchor Handling Tug Supply,Anchor Handling Tug Supply,1590,0
9505352,ANDROS,Bulk Carrier,Bulk Carrier-Pmax/Kamsarmax,82158,70.2
